Publication Number,User Label,Publication Date,,Strength,Ultimate Parent
JP2010279303,application/soy sauce,12/16/10,2010,0,Kikkoman Corporation
JP2011505832,soy/deflavor,3/3/11,2011,10,E.i. Du Pont De Nemours & Company
JP4666373,application/soy sauce,4/6/11,2011,20,Yamasa Corporation
JP4671416,application/soy sauce,4/20/11,2011,30,Kikkoman Corporation
AU2009307003,,4/29/10,2010,0,Burcon Nutrascience Corporation
CA2741120,soy/solubilize,4/29/10,2010,40,Burcon Nutrascience Corporation
WO2011069884,soy/deflavor,6/16/11,2011,0,Nestle Sa
WO2011069886,,6/16/11,2011,0,Nestle Sa
WO2011069979,,6/16/11,2011,0,Nestle Sa
EP2012593,Application/Dairy Products,6/22/11,2011,20,Unilever N.v.
EP2335496,soy/deflavor,6/22/11,2011,0,Nestle Sa
EP2335497,,6/22/11,2011,10,Nestle Sa
EP2335498,,6/22/11,2011,0,Nestle Sa
US7964232,application/dressing,6/21/11,2011,30,"Pepsico, Inc."
US7964233,soy/deflavor,6/21/11,2011,90,"Mondelez International, Inc."
JP2000507454,Application/Meat Products,6/20/00,2000,10,E.i. Du Pont De Nemours & Company
JP2001500022,,1/9/01,2001,20,Nestle Sa
JP2001516223,,9/25/01,2001,10,E.i. Du Pont De Nemours & Company
JP2002510317,application/infant,4/2/02,2002,20,Abbott Laboratories
JP2002543818,Application/Meat Products,12/24/02,2002,10,Mars Inc
JP2003513676,,4/15/03,2003,10,Unilever N.v.
JP2004512848,,4/30/04,2004,0,"Cargill, Incorporated"
JP2004518440,Application/Meat Products,6/24/04,2004,10,E.i. Du Pont De Nemours & Company
JP2004520066,soy/solubilize,7/8/04,2004,10,E.i. Du Pont De Nemours & Company
JP2005508621,Soy/Defatting,4/7/05,2005,10,Unilever N.v.
JP2005519614,soy/solubilize,7/7/05,2005,10,E.i. Du Pont De Nemours & Company
JP2005524406,soy/solubilize,8/18/05,2005,10,E.i. Du Pont De Nemours & Company
JP2005525083,,8/25/05,2005,10,The Procter & Gamble Company
JP2005535334,Application/Meat Products,11/24/05,2005,10,Mars Inc
JP2006504411,Soy/Defatting,2/9/06,2006,20,E.i. Du Pont De Nemours & Company
JP2006518198,Application/Meat Products,8/10/06,2006,10,Unilever N.v.
JP2006518201,,8/10/06,2006,0,Unilever N.v.
JP2007501603,Application/Dairy Products,2/1/07,2007,0,Unilever N.v.
JP2007502617,application/infant,2/15/07,2007,0,Abbott Laboratories
JP2007508803,application/confection,4/12/07,2007,10,Unilever N.v.
JP2007521824,Application/Meat Products,8/9/07,2007,10,Unilever N.v.
JP2007531530,Application/Meat Products,11/8/07,2007,10,E.i. Du Pont De Nemours & Company
JP2008505647,,2/28/08,2008,10,Monsanto Company
JP2008506393,,3/6/08,2008,10,The Procter & Gamble Company
JP2008509707,Application/Meat Products,4/3/08,2008,10,E.i. Du Pont De Nemours & Company
JP2008515431,,5/15/08,2008,10,E.i. Du Pont De Nemours & Company
JP2008531054,Application/Dairy Products,8/14/08,2008,10,E.i. Du Pont De Nemours & Company
JP2008543343,,12/4/08,2008,10,E.i. Du Pont De Nemours & Company
JP2009504188,,2/5/09,2009,10,E.i. Du Pont De Nemours & Company
JP2009512444,Application/Meat Products,3/26/09,2009,10,E.i. Du Pont De Nemours & Company
JP2009512446,Application/Meat Products,3/26/09,2009,10,E.i. Du Pont De Nemours & Company
JP2009521943,soy/solubilize,6/11/09,2009,10,Novo Nordisk Fonden
JP2010515462,soy/deflavor,5/13/10,2010,10,"Mondelez International, Inc."
JP2010535029,Application/Meat Products,11/18/10,2010,10,E.i. Du Pont De Nemours & Company
JP2011505832,soy/texture,3/3/11,2011,10,E.i. Du Pont De Nemours & Company
WO2011073035,application/infant,6/23/11,2011,10,Nestle Sa
EP1414314,Application/Meat Products,6/29/11,2011,50,Unilever N.v.
US20110165305,Application/Dairy Products,7/7/11,2011,10,Novo Nordisk Fonden
US20110165309,Application/Dairy Products,7/7/11,2011,0,Burcon Nutrascience Corporation
US20110165314,soy/solubilize,7/7/11,2011,0,Burcon Nutrascience Corporation
WO2011075850,soy/solubilize,6/30/11,2011,0,Burcon Nutrascience Corporation
WO2011076572,application/dressing,6/30/11,2011,0,Nestle Sa
WO2011078324,application/soy sauce,6/30/11,2011,0,Kikkoman Corporation
EP2340724,application/infant,7/6/11,2011,10,Nestle Sa
WO2011079398,Application/Dairy Products,7/7/11,2011,0,Burcon Nutrascience Corporation
WO2011082358,soy/deflavor,7/7/11,2011,0,E.i. Du Pont De Nemours & Company
US20110171360,application/confection,7/14/11,2011,10,E.i. Du Pont De Nemours & Company
US7981453,application/pasta,7/19/11,2011,70,"Mondelez International, Inc."
EP2347658,,7/27/11,2011,0,Nestle Sa
US20110183045,Application/Athletic,7/28/11,2011,10,"General Mills, Inc."
US20110183062,,7/28/11,2011,40,Nestle Sa
US7989015,application/athletic,8/2/11,2011,60,"Mondelez International, Inc."
US20110189367,application/infant,8/4/11,2011,40,Nestle Sa
US20110189372,application/confection,8/4/11,2011,30,Nestle Sa
JP2011115142,application/soy sauce,6/16/11,2011,0,Kikkoman Corporation
WO2011084794,Application/Dairy Products,7/14/11,2011,0,Archer Daniels Midland Company
WO2011088941,application/dressing,7/28/11,2011,20,Unilever N.v.
WO2011088942,application/dressing,7/28/11,2011,10,Unilever N.v.
WO2011088943,application/dressing,7/28/11,2011,0,Unilever N.v.
WO2011089171,application/infant,7/28/11,2011,0,Nestle Sa
EP2348878,,8/3/11,2011,0,Burcon Nutrascience Corporation
US20110195172,application/dressing,8/11/11,2011,10,Unilever N.v.
EP1641358,application/confection,8/10/11,2011,50,Unilever N.v.
EP2209384,Application/Dairy Products,8/10/11,2011,10,Unilever N.v.
US20110200736,soy/texture,8/18/11,2011,10,E.i. Du Pont De Nemours & Company
JP4716369,application/soy sauce,7/6/11,2011,30,Kikkoman Corporation
MY7900231,soy/solubilize,12/31/79,1979,0,Nestle Sa
MY8100061,Soy/Defatting,12/31/81,1981,0,Nestle Sa
MY8200077,soy/deflavor,12/31/82,1982,0,Nestle Sa
WO2011098560,application/infant,8/18/11,2011,0,Nestle Sa
US20110212237,soy/deflavor,9/1/11,2011,10,"Mondelez International, Inc."
KR101033418,soy/deflavor,5/11/11,2011,40,E.i. Du Pont De Nemours & Company
EP2361509,application/infant,8/31/11,2011,0,Nestle Sa
EP2363028,application/infant,9/7/11,2011,30,Nestle Sa
US20110223225,,9/15/11,2011,20,Nestle Sa
US20110223295,soy/solubilize,9/15/11,2011,50,Burcon Nutrascience Corporation
US20110223304,soy/deflavor,9/15/11,2011,0,"Mondelez International, Inc."
CN102176835,,9/7/11,2011,20,E.i. Du Pont De Nemours & Company
EP2002735,application/soy sauce,9/14/11,2011,20,Kikkoman Corporation
EP2364601,Application/Meat Products,9/14/11,2011,20,E.i. Du Pont De Nemours & Company
CA2750343,,7/29/10,2010,10,Burcon Nutrascience Corporation
US20110236545,Application/Dairy Products,9/29/11,2011,10,E.i. Du Pont De Nemours & Company
US20110236554,,9/29/11,2011,20,Nestle Sa
US20110236556,,9/29/11,2011,40,Burcon Nutrascience Corporation
CA2751606,soy/solubilize,8/19/10,2010,10,Burcon Nutrascience Corporation
CA2751608,,8/19/10,2010,10,Burcon Nutrascience Corporation
CN101257803,application/soy sauce,9/28/11,2011,30,Kikkoman Corporation
CN102197871,application/soy sauce,9/28/11,2011,0,"Ajinomoto Co., Inc."
JPH07501455,,2/16/95,1995,0,Abbott Laboratories
JPH09512164,soy/solubilize,12/9/97,1997,10,Novo Nordisk Fonden
EP1501367,,10/5/11,2011,50,Unilever N.v.
US20110250313,,10/13/11,2011,10,E.i. Du Pont De Nemours & Company
US20110256260,application/infant,10/20/11,2011,40,Monsanto Company
US20110256277,soy/deflavor,10/20/11,2011,10,"Pepsico, Inc."
CN101056548,Application/Meat Products,10/19/11,2011,40,E.i. Du Pont De Nemours & Company
JP4781365,application/soy sauce,9/28/11,2011,30,Kikkoman Corporation
JP4781428,application/soy sauce,9/28/11,2011,30,Kikkoman Corporation
TW200824581,application/soy sauce,6/16/08,2008,0,Kikkoman Corporation
CA2574743,,10/18/11,2011,30,"Pepsico, Inc."
WO2011131457,,10/27/11,2011,0,Unilever N.v.
EP1643845,,11/2/11,2011,50,Koninklijke Dsm Nv
US8053010,soy/deflavor,11/8/11,2011,90,"General Mills, Inc."
WO2011134885,,11/3/11,2011,0,Koninklijke Dsm Nv
EP0973413,application/infant,11/9/11,2011,50,Abbott Laboratories
EP2384122,Application/Meat Products,11/9/11,2011,0,Unilever N.v.
US8057835,application/infant,11/15/11,2011,90,Monsanto Company
US8057839,soy/deflavor,11/15/11,2011,60,Nestle Sa
JP4791360,application/infant,10/12/11,2011,40,Abbott Laboratories
TW200934395,application/soy sauce,8/16/09,2009,0,Kikkoman Corporation
TW200939974,application/soy sauce,10/1/09,2009,0,Kikkoman Corporation
KR20110084893,soy/solubilize,7/26/11,2011,0,Burcon Nutrascience Corporation
US20110287161,soy/deflavor,11/24/11,2011,40,Nestle Sa
US8062685,soy/texture,11/22/11,2011,80,"Pepsico, Inc."
US20110293800,application/confection,12/1/11,2011,10,Nestle Sa
CN102256496,soy/texture,11/23/11,2011,40,Burcon Nutrascience Corporation
TW201117731,application/soy sauce,6/1/11,2011,0,Kikkoman Corporation
WO2011146443,application/infant,11/24/11,2011,0,Abbott Laboratories
WO2011146444,application/infant,11/24/11,2011,0,Abbott Laboratories
EP2078461,application/dressing,11/30/11,2011,20,"Fuji Oil Co., Ltd."
EP2306849,application/pasta,11/30/11,2011,20,Nestle Sa
EP2389073,application/athletic,11/30/11,2011,0,Burcon Nutrascience Corporation
WO2011147705,,12/1/11,2011,0,Unilever N.v.
WO2011147707,,12/1/11,2011,0,Unilever N.v.
TW201121431,application/infant,7/1/11,2011,0,Abbott Laboratories
EP1537787,soy/solubilize,12/14/11,2011,90,"Fuji Oil Co., Ltd."
US8080267,application/soy sauce,12/20/11,2011,10,Kikkoman Corporation
EP2123168,,12/21/11,2011,20,Nestle Sa
EP2320753,application/dressing,12/21/11,2011,10,Unilever N.v.
EP2395854,,12/21/11,2011,0,Burcon Nutrascience Corporation
EP2395855,Application/Meat Products,12/21/11,2011,0,Burcon Nutrascience Corporation
EP2397038,application/infant,12/21/11,2011,20,Abbott Laboratories
US20110318454,soy/deflavor,12/29/11,2011,10,Novo Nordisk Fonden
JP4816730,,11/16/11,2011,20,"Fuji Oil Co., Ltd."
JP2011244711,application/soy sauce,12/8/11,2011,0,Kikkoman Corporation
JP2011244712,application/soy sauce,12/8/11,2011,0,Kikkoman Corporation
US20120015091,soy/texture,1/19/12,2012,10,"Pepsico, Inc."
AU2010213322,soy/solubilize,10/6/11,2011,0,Burcon Nutrascience Corporation
AU2010213324,,10/6/11,2011,0,Burcon Nutrascience Corporation
WO2012006074,application/infant,1/12/12,2012,0,Nestle Sa
JP4828539,application/soy sauce,11/30/11,2011,30,Kikkoman Corporation
CN102300467,Application/Dairy Products,12/28/11,2011,10,Unilever N.v.
US8101225,soy/solubilize,1/24/12,2012,20,Unilever N.v.
AU2005289072,soy/solubilize,11/17/11,2011,30,Nestle Sa
AU2006200907,Application/Dairy Products,11/3/11,2011,30,"Mondelez International, Inc."
AU2010206469,,9/15/11,2011,0,Burcon Nutrascience Corporation
WO2012008994,,1/19/12,2012,20,Nestle Sa
WO2012009426,application/infant,1/19/12,2012,0,Abbott Laboratories
WO2012009548,soy/texture,1/19/12,2012,10,E.i. Du Pont De Nemours & Company
US20120027911,soy/solubilize,2/2/12,2012,40,Burcon Nutrascience Corporation
CA2763306,soy/solubilize,12/2/10,2010,0,"Cargill, Incorporated"
MX2011007511,,8/4/11,2011,0,Unilever N.v.
KR20110119695,application/athletic,11/2/11,2011,0,Burcon Nutrascience Corporation
KR20110119784,,11/2/11,2011,0,Burcon Nutrascience Corporation
KR20110119792,,11/2/11,2011,0,Burcon Nutrascience Corporation
WO2012014783,soy/solubilize,2/2/12,2012,0,"Fuji Oil Co., Ltd."
EP2241189,application/confection,2/8/12,2012,40,"Fuji Oil Co., Ltd."
EP2415357,application/confection,2/8/12,2012,10,Unilever N.v.
US20120040074,Application/Dressing,2/16/12,2012,20,Burcon Nutrascience Corporation
CN101163418,application/dressing,2/8/12,2012,30,Nestle Sa
US20120045548,soy/deflavor,2/23/12,2012,20,Koninklijke Dsm Nv
EP1274319,,8/12/09,2009,50,Mars Inc
WO0226054,application/infant,4/4/02,2002,0,The Procter & Gamble Company
WO0226054,,6/27/02,2002,0,The Procter & Gamble Company
WO2012016764,application/confection,2/9/12,2012,0,Unilever N.v.
WO2012017042,application/athletic,2/9/12,2012,0,Nestle Sa
EP2265130,soy/texture,2/22/12,2012,20,"Ajinomoto Co., Inc."
CA2765745,,1/6/11,2011,20,Burcon Nutrascience Corporation
CA2766808,soy/solubilize,1/6/11,2011,20,Burcon Nutrascience Corporation
CA2766822,soy/solubilize,1/6/11,2011,0,Burcon Nutrascience Corporation
WO2012021980,Application/Dressing,2/23/12,2012,20,Burcon Nutrascience Corporation
EP1793685,,2/29/12,2012,40,Nestle Sa
EP2180795,,2/29/12,2012,20,"Pepsico, Inc."
NZ585893,,9/30/11,2011,30,Monsanto Company
WO02063976,,8/22/02,2002,40,Unilever N.v.
WO02064809,application/infant,8/22/02,2002,20,Unilever N.v.
WO02064809,,4/24/03,2003,20,Unilever N.v.
US20120058235,Application/Weight Control,3/8/12,2012,40,Monsanto Company
WO2012027226,application/infant,3/1/12,2012,0,E.i. Du Pont De Nemours & Company
WO2012027285,application/infant,3/1/12,2012,0,Abbott Laboratories
WO2012027287,application/infant,3/1/12,2012,0,Abbott Laboratories
JP2012504971,,3/1/12,2012,10,E.i. Du Pont De Nemours & Company
US20120064199,application/confection,3/15/12,2012,30,"Pepsico, Inc."
US20120064209,soy/texture,3/15/12,2012,30,"Pepsico, Inc."
WO0021388,application/infant,4/20/00,2000,0,Nestle Sa
WO0197633,,12/27/01,2001,30,"General Mills, Inc."
WO0197633,,4/18/02,2002,40,"General Mills, Inc."
WO0237987,,5/16/02,2002,10,"Cargill, Incorporated"
WO02052954,,7/11/02,2002,40,Nestle Sa
WO02052954,application/infant,10/31/02,2002,40,Nestle Sa
WO03013275,Soy/Defatting,2/20/03,2003,20,Unilever N.v.
WO03077671,soy/solubilize,9/25/03,2003,0,E.i. Du Pont De Nemours & Company
WO03077671,soy/solubilize,11/20/03,2003,0,E.i. Du Pont De Nemours & Company
WO03084340,soy/solubilize,10/16/03,2003,0,E.i. Du Pont De Nemours & Company
WO03094627,soy/solubilize,11/20/03,2003,0,E.i. Du Pont De Nemours & Company
MX2011004373,soy/solubilize,11/4/11,2011,0,Burcon Nutrascience Corporation
MX2011008571,soy/solubilize,12/12/11,2011,0,Burcon Nutrascience Corporation
MX2011012486,,12/12/11,2011,0,Unilever N.v.
MX2011012487,soy/solubilize,12/12/11,2011,0,Unilever N.v.
WO2012033895,application/confection,3/15/12,2012,20,"Pepsico, Inc."
EP2258214,application/soy sauce,3/21/12,2012,0,Kikkoman Corporation
JP2012506241,soy/solubilize,3/15/12,2012,10,Burcon Nutrascience Corporation
US20120076912,application/soy sauce,3/29/12,2012,0,Kikkoman Corporation
AU2010268659,soy/solubilize,2/9/12,2012,0,Burcon Nutrascience Corporation
AU2010268660,,2/9/12,2012,0,Burcon Nutrascience Corporation
AU2010268727,soy/solubilize,2/9/12,2012,0,Burcon Nutrascience Corporation
CN102387710,,3/21/12,2012,40,E.i. Du Pont De Nemours & Company
CN102387712,soy/texture,3/21/12,2012,40,Burcon Nutrascience Corporation
CN102387713,soy/texture,3/21/12,2012,40,Burcon Nutrascience Corporation
CN102387714,soy/texture,3/21/12,2012,40,Burcon Nutrascience Corporation
WO2012037651,,3/29/12,2012,20,Burcon Nutrascience Corporation
EP1061816,,4/4/12,2012,70,Mars Inc
EP2434907,soy/solubilize,4/4/12,2012,0,"Cargill, Incorporated"
EP2436273,application/dressing,4/4/12,2012,40,Koninklijke Dsm Nv
US20120093980,,4/19/12,2012,10,"Pepsico, Inc."
CN102413705,application/soy sauce,4/11/12,2012,0,Kikkoman Corporation
WO0019839,application/infant,4/13/00,2000,50,Monsanto Company
WO02056705,,7/25/02,2002,20,Archer Daniels Midland Company
WO02056705,,2/19/04,2004,40,Archer Daniels Midland Company
US20120100257,application/dressing,4/26/12,2012,10,E.i. Du Pont De Nemours & Company
WO2012048401,,4/19/12,2012,20,Burcon Nutrascience Corporation
WO2012050603,Application/Meat Products,4/19/12,2012,20,Nestle Sa
WO2012050693,,4/19/12,2012,0,"Pepsico, Inc."
EP1879466,,4/25/12,2012,60,Koninklijke Dsm Nv
EP2443935,Application/Athletic,4/25/12,2012,20,"Fuji Oil Co., Ltd."
WO2012052335,application/infant,4/26/12,2012,0,Unilever N.v.
WO2012052425,application/confection,4/26/12,2012,20,E.i. Du Pont De Nemours & Company
WO2012052471,Application/Athletic,4/26/12,2012,20,"Fuji Oil Co., Ltd."
EP2446747,Application/Weight Control,5/2/12,2012,40,Monsanto Company
US8173185,application/soy sauce,5/8/12,2012,30,Kikkoman Corporation
EP2277396,Application/Meat Products,5/9/12,2012,40,E.i. Du Pont De Nemours & Company
EP2448423,soy/solubilize,5/9/12,2012,0,Burcon Nutrascience Corporation
EP2448424,,5/9/12,2012,0,Burcon Nutrascience Corporation
EP2452573,application/infant,5/16/12,2012,10,Nestle Sa
US8182857,application/confection,5/22/12,2012,70,"Fuji Oil Co., Ltd."
US20120128824,,5/24/12,2012,10,Novo Nordisk Fonden
US20120128829,application/confection,5/24/12,2012,20,Nestle Sa
CN102458138,application/confection,5/16/12,2012,40,"General Mills, Inc."
MX2011007865,soy/solubilize,1/30/12,2012,0,Burcon Nutrascience Corporation
MX2011008570,,1/20/12,2012,0,Burcon Nutrascience Corporation
KR20120039646,,4/25/12,2012,0,Burcon Nutrascience Corporation
US20120135111,Application/Meat Products,5/31/12,2012,0,"Ajinomoto Co., Inc."
US20120135116,Application/Dairy Products,5/31/12,2012,30,"Cargill, Incorporated"
WO2012065810,application/infant,5/24/12,2012,10,Nestle Sa
EP2457451,application/infant,5/30/12,2012,20,"Pepsico, Inc."
KR20120047236,,5/11/12,2012,0,Burcon Nutrascience Corporation
US20120141643,Application/Weight Control,6/7/12,2012,10,Nestle Sa
US20120141651,,6/7/12,2012,40,Burcon Nutrascience Corporation
NZ578166,soy/texture,4/27/12,2012,20,Monsanto Company
EP2068643,Application/Meat Products,6/6/12,2012,30,E.i. Du Pont De Nemours & Company
WO0019839,,8/31/00,2000,50,Monsanto Company
WO2012072456,Application/Dairy Products,6/7/12,2012,30,Nestle Sa
WO2012075088,Application/Meat Products,6/7/12,2012,0,"Cargill, Incorporated"
JP2012095596,application/soy sauce,5/24/12,2012,0,Kikkoman Corporation
WO0205659,Soy/Defatting,1/24/02,2002,0,Nestle Sa
US20120164301,soy/solubilize,6/28/12,2012,10,Burcon Nutrascience Corporation
WO2012079161,Application/Dressing,6/21/12,2012,0,Burcon Nutrascience Corporation
WO2012080150,,6/21/12,2012,0,Koninklijke Dsm Nv
EP2468109,,6/27/12,2012,0,Nestle Sa
US20120171348,soy/solubilize,7/5/12,2012,10,Burcon Nutrascience Corporation
US20120171351,soy/texture,7/5/12,2012,10,E.i. Du Pont De Nemours & Company
WO2012083418,soy/solubilize,6/28/12,2012,20,Burcon Nutrascience Corporation
WO2012084624,application/infant,6/28/12,2012,0,Koninklijke Dsm Nv
EP2471375,Application/Athletic,7/4/12,2012,30,Nestle Sa
US20120177782,soy/deflavor,7/12/12,2012,10,Koninklijke Dsm Nv
US20120177783,application/soy sauce,7/12/12,2012,10,Kikkoman Corporation
US20120177798,application/infant,7/12/12,2012,20,E.i. Du Pont De Nemours & Company
WO2012089666,Application/Athletic,7/5/12,2012,0,Nestle Sa
WO2012089691,Application/Athletic,7/5/12,2012,0,Nestle Sa
EP2247191,Application/Meat Products,7/11/12,2012,20,E.i. Du Pont De Nemours & Company
JP2012125239,application/soy sauce,7/5/12,2012,0,Kikkoman Corporation
US8221809,application/confection,7/17/12,2012,80,Koninklijke Dsm Nv
CN102573522,application/soy sauce,7/11/12,2012,0,Kikkoman Corporation
WO2012093027,Application/Dairy Products,7/12/12,2012,0,Unilever N.v.
EP2475260,,7/18/12,2012,0,Koninklijke Dsm Nv
CA2780978,application/infant,6/9/11,2011,0,Abbott Laboratories
EP2478778,application/soy sauce,7/25/12,2012,0,Kikkoman Corporation
JP2012515535,soy/solubilize,7/12/12,2012,10,Burcon Nutrascience Corporation
US20120196026,Application/Dairy Products,8/2/12,2012,0,Burcon Nutrascience Corporation
EP2389073,soy/solubilize,8/8/12,2012,10,Burcon Nutrascience Corporation
EP2395854,,8/8/12,2012,10,Burcon Nutrascience Corporation
EP2482670,,8/8/12,2012,10,Burcon Nutrascience Corporation
JP2012517227,soy/solubilize,8/2/12,2012,10,Burcon Nutrascience Corporation
JP2012517228,,8/2/12,2012,10,Burcon Nutrascience Corporation
US20120207904,,8/16/12,2012,20,E.i. Du Pont De Nemours & Company
EP1758462,,8/15/12,2012,50,E.i. Du Pont De Nemours & Company
EP1778030,Application/Meat Products,8/15/12,2012,50,E.i. Du Pont De Nemours & Company
